學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),進修交流國家(地區)別,進修交流國家(地區)區域別,本國學生出國進修交流至少1學期(修讀學分)以上人數小計,本國學生出國進修交流至少1學期(修讀學分)以上人數男,本國學生出國進修交流至少1學期(修讀學分)以上人數女,本國學生出國進修交流未滿1學期(修讀學分)人數小計,本國學生出國進修交流未滿1學期(修讀學分)人數男,本國學生出國進修交流未滿1學期(修讀學分)人數女
107,1,私立,技專校院,1042,高苑科技大學,2112003,多媒體動畫遊戲學位學程,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
107,1,私立,技專校院,1042,高苑科技大學,2311001,應用外語系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
107,1,私立,技專校院,1043,大仁科技大學,2311001,應用外語系,學士班(日間),日本,其他亞洲地區,8,5,3,16,3,13
107,1,私立,技專校院,1043,大仁科技大學,9161015,藥學系,學士班(日間),加拿大,北美洲,0,0,0,15,7,8
107,1,私立,技專校院,1043,大仁科技大學,9231018,社會工作系,學士班(日間),日本,其他亞洲地區,0,0,0,16,5,11
107,1,私立,技專校院,1044,聖約翰科技大學,2112004,多媒體設計系,學士班(日間),日本,其他亞洲地區,0,0,0,1,1,0
107,1,私立,技專校院,1044,聖約翰科技大學,2112004,多媒體設計系,學士班(日間),大韓民國(南韓),其他亞洲地區,0,0,0,1,0,1
107,1,私立,技專校院,1044,聖約翰科技大學,2122002,創意設計系,學士班(日間),日本,其他亞洲地區,0,0,0,2,0,2
107,1,私立,技專校院,1044,聖約翰科技大學,4131005,企業管理系,學士班(日間),大韓民國(南韓),其他亞洲地區,0,0,0,2,1,1
107,1,私立,技專校院,1044,聖約翰科技大學,10151020,觀光與休閒管理系,學士班(日間),大韓民國(南韓),其他亞洲地區,0,0,0,1,0,1
107,1,私立,技專校院,1044,聖約翰科技大學,10152021,休閒運動與健康管理系,學士班(日間),大韓民國(南韓),其他亞洲地區,0,0,0,5,3,2
107,1,私立,技專校院,1045,嶺東科技大學,2123008,創意產品設計系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
107,1,私立,技專校院,1045,嶺東科技大學,2123008,創意產品設計系,學士班(日間),美國,北美洲,1,0,1,0,0,0
107,1,私立,技專校院,1045,嶺東科技大學,2125039,服飾設計系,學士班(日間),義大利共和國,歐洲,1,0,1,0,0,0
107,1,私立,技專校院,1045,嶺東科技大學,2311001,應用外語系,學士班(日間),紐西蘭,其他亞洲地區,1,1,0,0,0,0
107,1,私立,技專校院,1045,嶺東科技大學,2311001,應用外語系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
107,1,私立,技專校院,1045,嶺東科技大學,4121017,財務金融系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
107,1,私立,技專校院,1045,嶺東科技大學,4121017,財務金融系,學士班(日間),紐西蘭,其他亞洲地區,2,1,1,0,0,0
107,1,私立,技專校院,1045,嶺東科技大學,4121017,財務金融系,碩士班(日間),英國,歐洲,1,1,0,0,0,0
107,1,私立,技專校院,1045,嶺東科技大學,4122021,財政系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
107,1,私立,技專校院,1045,嶺東科技大學,4131013,企業管理系,學士班(日間),德意志聯邦共和國,歐洲,1,0,1,0,0,0
107,1,私立,技專校院,1045,嶺東科技大學,4141015,國際企業系,學士班(日間),大陸地區,大陸地區,4,3,1,0,0,0
107,1,私立,技專校院,1045,嶺東科技大學,4143024,行銷與流通管理系,學士班(日間),大陸地區,大陸地區,2,2,0,0,0,0
107,1,私立,技專校院,1045,嶺東科技大學,4199040,時尚經營系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
107,1,私立,技專校院,1045,嶺東科技大學,6121031,資訊管理系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
107,1,私立,技專校院,1045,嶺東科技大學,6121031,資訊管理系,學士班(日間),紐西蘭,其他亞洲地區,2,2,0,0,0,0
107,1,私立,技專校院,1046,中國科技大學,2199006,影視設計系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
107,1,私立,技專校院,1047,中臺科技大學,2311002,應用外語系,學士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
107,1,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,2112013,多媒體動畫系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
107,1,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,2131001,美術系,學士班(日間),英國,歐洲,1,1,0,0,0,0
107,1,私立,技專校院,1052,遠東科技大學,10131002,觀光英語系,學士班(日間),大韓民國(南韓),其他亞洲地區,4,1,3,0,0,0
107,1,私立,技專校院,1052,遠東科技大學,10151032,旅遊事業管理系,學士班(日間),大韓民國(南韓),其他亞洲地區,2,0,2,0,0,0
107,1,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,4133007,醫務管理系,碩士班(日間),大陸地區,大陸地區,0,0,0,15,2,13
107,1,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,7211019,食品科學系,學士班(日間),德意志聯邦共和國,歐洲,1,1,0,0,0,0
107,1,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,9141029,視光系,學士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
107,1,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,10131036,餐飲管理系,學士班(日間),瑞士聯邦,歐洲,1,1,0,0,0,0
107,1,私立,技專校院,1054,景文科技大學,10131019,旅館管理系,學士班(日間),大韓民國(南韓),其他亞洲地區,2,0,2,0,0,0
107,1,私立,技專校院,1056,東南科技大學,2311002,應用英語系,學士班(日間),美國,北美洲,1,1,0,0,0,0
107,1,私立,技專校院,1056,東南科技大學,7132018,能源與冷凍空調工程系,學士班(日間),美國,北美洲,1,1,0,0,0,0
107,1,私立,技專校院,1057,德明財經科技大學,4199017,不動產投資與經營學位學程,學士班(日間),菲律賓共和國,東協,0,0,0,3,2,1
107,1,私立,技專校院,1057,德明財經科技大學,4199017,不動產投資與經營學位學程,學士班(日間),加拿大,北美洲,0,0,0,4,1,3
107,1,私立,技專校院,1062,僑光科技大學,2311003,應用英語系,學士班(日間),捷克共和國,歐洲,2,1,1,0,0,0
107,1,私立,技專校院,1062,僑光科技大學,2311003,應用英語系,學士班(日間),美國,北美洲,1,0,1,0,0,0
107,1,私立,技專校院,1062,僑光科技大學,10151026,觀光與休閒事業管理系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
107,1,私立,技專校院,1062,僑光科技大學,10151026,觀光與休閒事業管理系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
107,1,私立,技專校院,1063,廣亞學校財團法人育達科技大學,2311005,應用日語系,學士班(日間),日本,其他亞洲地區,4,3,1,0,0,0
107,1,私立,技專校院,1063,廣亞學校財團法人育達科技大學,10151031,休閒事業管理系,學士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
107,1,私立,技專校院,1069,修平學校財團法人修平科技大學,2311003,應用英語系,學士班(日間),美國,北美洲,0,0,0,2,1,1
107,1,私立,技專校院,1069,修平學校財團法人修平科技大學,2311004,應用日語系,學士班(日間),日本,其他亞洲地區,3,3,0,0,0,0
107,1,私立,技專校院,1069,修平學校財團法人修平科技大學,6121018,資訊網路技術系,學士班(日間),美國,北美洲,0,0,0,1,1,0
107,1,私立,技專校院,1070,長庚學校財團法人長庚科技大學,9131004,護理系,學士班(日間),澳大利亞,其他亞洲地區,0,0,0,16,3,13
107,1,私立,技專校院,1070,長庚學校財團法人長庚科技大學,9221008,幼兒保育系,學士班(日間),美國,北美洲,0,0,0,8,1,7
107,1,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,2112004,數位多媒體設計系,學士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
107,1,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,2311003,應用外語系,學士班(日間),紐西蘭,其他亞洲地區,1,0,1,0,0,0
107,1,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,2311003,應用外語系,學士班(日間),日本,其他亞洲地區,5,3,2,0,0,0
107,1,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,2311003,應用外語系,學士班(日間),大韓民國(南韓),其他亞洲地區,2,0,2,0,0,0
107,1,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,2311003,應用外語系,學士班(日間),美國,北美洲,2,0,2,0,0,0
107,1,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10131021,旅館事業管理學士學位學程,學士班(日間),大韓民國(南韓),其他亞洲地區,3,1,2,0,0,0
107,1,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,2112004,數位設計系,學士班(日間),大韓民國(南韓),其他亞洲地區,2,0,2,0,0,0
107,1,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,2123005,商業設計系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
107,1,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,2152031,表演藝術系,學士班(日間),大韓民國(南韓),其他亞洲地區,8,3,5,0,0,0
107,1,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,2311002,應用英語系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
107,1,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,3211007,資訊傳播系,學士班(日間),大韓民國(南韓),其他亞洲地區,2,0,2,0,0,0
107,1,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,4199011,企業管理系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,1,0,1
107,1,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,10131025,餐旅管理系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,1,0,1,0,1
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311006,英文科_雙外語跨領域國際專業人才專班,五專,日本,其他亞洲地區,4,1,3,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311006,英文科_雙外語跨領域國際專業人才專班,五專,比利時王國,歐洲,1,0,1,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311006,英文科_雙外語跨領域國際專業人才專班,五專,法國,歐洲,2,0,2,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311006,英文科_雙外語跨領域國際專業人才專班,五專,德意志聯邦共和國,歐洲,3,0,3,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311007,英國語文系,學士班(日間),大陸地區,大陸地區,3,0,3,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311007,英國語文系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311007,英國語文系,學士班(日間),法國,歐洲,1,0,1,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311007,英國語文系,學士班(日間),匈牙利共和國,歐洲,1,0,1,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311007,英國語文系,學士班(日間),立陶宛共和國,歐洲,2,0,2,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311007,英國語文系,學士班(日間),美國,北美洲,3,0,3,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311007,英國語文科,五專,大陸地區,大陸地區,3,0,3,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311007,英國語文科,五專,大韓民國(南韓),其他亞洲地區,3,0,3,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311007,英國語文科,五專,比利時王國,歐洲,1,0,1,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311007,英國語文科,五專,捷克共和國,歐洲,2,1,1,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311007,英國語文科,五專,法國,歐洲,2,1,1,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311007,英國語文科,五專,德意志聯邦共和國,歐洲,1,0,1,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311007,英國語文科,五專,美國,北美洲,2,0,2,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311008,雙外語跨領域國際專業人才菁英班,學士班(日間),越南社會主義共和國,東協,2,0,2,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311008,雙外語跨領域國際專業人才菁英班,學士班(日間),德意志聯邦共和國,歐洲,1,0,1,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311009,法國語文系,學士班(日間),越南社會主義共和國,東協,1,0,1,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311009,法國語文系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,1,0,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311009,法國語文系,學士班(日間),比利時王國,歐洲,2,0,2,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311009,法國語文系,學士班(日間),法國,歐洲,12,2,10,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311009,法國語文科,五專,大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311009,法國語文科,五專,比利時王國,歐洲,2,1,1,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311009,法國語文科,五專,法國,歐洲,12,3,9,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311009,法國語文科,五專,美國,北美洲,1,0,1,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311010,德國語文系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311010,德國語文系,學士班(日間),奧地利共和國,歐洲,3,0,3,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311010,德國語文系,學士班(日間),德意志聯邦共和國,歐洲,8,2,6,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311010,德國語文科,五專,瑞典王國,歐洲,1,0,1,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311010,德國語文科,五專,德意志聯邦共和國,歐洲,7,1,6,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311011,西班牙語文系,學士班(日間),西班牙王國,歐洲,9,2,7,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311011,西班牙語文科,五專,大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311011,西班牙語文科,五專,西班牙王國,歐洲,3,0,3,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311012,日本語文系,學士班(日間),日本,其他亞洲地區,16,7,9,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311012,日本語文系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311012,日本語文科,五專,日本,其他亞洲地區,8,1,7,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2312013,翻譯系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2312013,翻譯系,學士班(日間),比利時王國,歐洲,1,0,1,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2312013,翻譯系,學士班(日間),芬蘭共和國,歐洲,2,1,1,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2312013,翻譯系,學士班(日間),匈牙利共和國,歐洲,1,0,1,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2312013,翻譯系,學士班(日間),德意志聯邦共和國,歐洲,1,0,1,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2312014,多國語複譯研究所,碩士班(日間),日本,其他亞洲地區,2,0,2,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2323004,應用華語文系,學士班(日間),大陸地區,大陸地區,4,0,4,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2323004,應用華語文系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,3122016,國際事務系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,3122016,國際事務系,學士班(日間),英國,歐洲,1,1,0,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,3122016,國際事務系,學士班(日間),立陶宛共和國,歐洲,1,0,1,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,3211018,傳播藝術系,學士班(日間),大陸地區,大陸地區,3,0,3,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,3211018,傳播藝術系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,3211018,傳播藝術系,學士班(日間),瑞典王國,歐洲,1,0,1,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,4131020,國際企業管理系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,4131020,國際企業管理系,學士班(日間),法國,歐洲,1,1,0,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,6134024,數位內容應用與管理系,學士班(日間),越南社會主義共和國,東協,1,1,0,0,0,0
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,6134024,數位內容應用與管理系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
107,1,私立,技專校院,1076,華夏學校財團法人華夏科技大學,2124003,室內設計系,學士班(日間),英國,歐洲,1,1,0,0,0,0
107,1,私立,技專校院,1076,華夏學校財團法人華夏科技大學,4199005,資產與物業管理系,學士班(日間),英國,歐洲,1,1,0,0,0,0
107,1,私立,技專校院,1076,華夏學校財團法人華夏科技大學,6131012,資訊工程系,學士班(日間),美國,北美洲,1,1,0,0,0,0
107,1,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,9131007,護理系,學士班(日間),日本,其他亞洲地區,0,0,0,7,2,5
107,1,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,9131007,護理科,五專,日本,其他亞洲地區,0,0,0,1,0,1
107,1,私立,技專校院,1078,致理學校財團法人致理科技大學,2311010,應用英語系,學士班(日間),愛爾蘭共和國,歐洲,1,0,1,0,0,0
107,1,私立,技專校院,1078,致理學校財團法人致理科技大學,2311010,應用英語科,五專,大陸地區,大陸地區,1,1,0,0,0,0
107,1,私立,技專校院,1078,致理學校財團法人致理科技大學,2311011,應用日語系,學士班(日間),日本,其他亞洲地區,9,1,8,0,0,0
107,1,私立,技專校院,1078,致理學校財團法人致理科技大學,4141015,國際貿易系,學士班(日間),愛爾蘭共和國,歐洲,1,0,1,0,0,0
107,1,私立,技專校院,1078,致理學校財團法人致理科技大學,4141015,國際貿易科,五專,大陸地區,大陸地區,1,0,1,0,0,0
107,1,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,2123011,創意商品設計系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
107,1,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,10151032,觀光旅遊管理系,學士班(日間),日本,其他亞洲地區,2,0,2,0,0,0
107,1,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,10152033,休閒事業經營系,學士班(日間),新加坡共和國,東協,1,0,1,0,0,0
107,1,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,10152033,休閒事業經營系,學士班(日間),日本,其他亞洲地區,2,1,1,0,0,0
107,1,私立,技專校院,1166,亞東技術學院,4199006,工業管理系,學士班(日間),馬來西亞,東協,2,2,0,0,0,0
107,1,私立,技專校院,1166,亞東技術學院,7141009,電機工程系,學士班(日間),馬來西亞,東協,2,2,0,0,0,0
107,1,私立,技專校院,1166,亞東技術學院,7141010,電子工程系,學士班(日間),馬來西亞,東協,1,1,0,0,0,0
107,1,私立,技專校院,1166,亞東技術學院,7151014,機械工程系,學士班(日間),馬來西亞,東協,4,1,3,0,0,0
107,1,私立,技專校院,1182,蘭陽技術學院,10152031,健康休閒管理系,學士班(日間),大陸地區,大陸地區,0,0,0,1,1,0
107,1,私立,技專校院,1284,樹人醫護管理專科學校,2311002,應用英語科,五專,加拿大,北美洲,4,1,3,0,0,0
107,1,私立,技專校院,1284,樹人醫護管理專科學校,2311003,應用日語科,五專,日本,其他亞洲地區,16,2,14,0,0,0
107,1,私立,技專校院,1284,樹人醫護管理專科學校,6131004,資訊管理科,五專,加拿大,北美洲,1,1,0,0,0,0
107,1,私立,技專校院,1289,育英醫護管理專科學校,9131001,護理科,五專,日本,其他亞洲地區,0,0,0,6,0,6
107,2,公立,技專校院,22,國立臺灣科技大學,2122004,設計系,學士班(日間),大陸地區,大陸地區,2,0,2,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,2122004,設計系,碩士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,2122004,設計系,學士班(日間),法國,歐洲,1,0,1,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,2122004,設計系,學士班(日間),義大利共和國,歐洲,1,1,0,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,2122004,設計系,學士班(日間),荷蘭王國,歐洲,3,2,1,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,2122004,設計系,碩士班(日間),芬蘭共和國,歐洲,1,1,0,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,2311003,應用外語系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,2311003,應用外語系,學士班(日間),土耳其共和國,其他亞洲地區,1,0,1,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,2311003,應用外語系,學士班(日間),捷克共和國,歐洲,4,0,4,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,2311003,應用外語系,學士班(日間),芬蘭共和國,歐洲,1,0,1,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,2311003,應用外語系,學士班(日間),波蘭共和國,歐洲,1,0,1,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,2311003,應用外語系,學士班(日間),西班牙王國,歐洲,2,1,1,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,2311003,應用外語系,學士班(日間),德意志聯邦共和國,歐洲,3,0,3,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,2311003,應用外語系,學士班(日間),美國,北美洲,1,1,0,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,4131008,企業管理系,學士班(日間),印度尼西亞共和國,東協,2,2,0,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,4131008,企業管理系,學士班(日間),大陸地區,大陸地區,5,3,2,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,4131008,企業管理系,學士班(日間),大韓民國(南韓),其他亞洲地區,3,0,3,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,4131008,企業管理系,學士班(日間),土耳其共和國,其他亞洲地區,1,1,0,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,4131008,企業管理系,學士班(日間),奧地利共和國,歐洲,2,0,2,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,4131008,企業管理系,學士班(日間),捷克共和國,歐洲,1,0,1,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,4131008,企業管理系,學士班(日間),法國,歐洲,1,0,1,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,4131008,企業管理系,學士班(日間),德意志聯邦共和國,歐洲,3,0,3,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,4131008,企業管理系,碩士班(日間),奧地利共和國,歐洲,1,0,1,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,4131008,企業管理系,碩士班(日間),德意志聯邦共和國,歐洲,3,0,3,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,5399015,應用科技研究所,碩士班(日間),土耳其共和國,其他亞洲地區,1,0,1,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,6131016,資訊管理系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,6131016,資訊管理系,學士班(日間),捷克共和國,歐洲,1,0,1,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,6131016,資訊管理系,學士班(日間),波蘭共和國,歐洲,1,0,1,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,6131016,資訊管理系,學士班(日間),德意志聯邦共和國,歐洲,1,0,1,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,6131016,資訊管理系,碩士班(日間),德意志聯邦共和國,歐洲,2,1,1,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,6131016,資訊管理系,學士班(日間),加拿大,北美洲,1,0,1,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,6131020,資訊工程系,學士班(日間),大陸地區,大陸地區,2,1,1,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,6131020,資訊工程系,學士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,6131020,資訊工程系,學士班(日間),奧地利共和國,歐洲,1,0,1,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,6131020,資訊工程系,學士班(日間),德意志聯邦共和國,歐洲,2,2,0,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,6131020,資訊工程系,碩士班(日間),奧地利共和國,歐洲,1,0,1,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,6131020,資訊工程系,碩士班(日間),瑞典王國,歐洲,1,0,1,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,6131020,資訊工程系,碩士班(日間),德意志聯邦共和國,歐洲,1,1,0,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,7111026,化學工程系,學士班(日間),馬來西亞,東協,1,1,0,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,7111026,化學工程系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,7111026,化學工程系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,1,0,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,7111026,化學工程系,碩士班(日間),土耳其共和國,其他亞洲地區,1,1,0,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,7111026,化學工程系,學士班(日間),西班牙王國,歐洲,1,0,1,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,7111026,化學工程系,學士班(日間),德意志聯邦共和國,歐洲,1,0,1,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,7111026,化學工程系,學士班(日間),美國,北美洲,1,0,1,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,7112028,材料科學與工程系,學士班(日間),大陸地區,大陸地區,2,0,2,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,7112028,材料科學與工程系,學士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
107,2,公立,技專校院,22,國立臺灣科技大學,7112028,材料科學與工程系,學士班(日間),比利時王國,歐洲,1,0,1,0,0,0
